,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
760,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan ($5.1 par due 10/2023),5.50% (Libor + 4.50%/M),10/12/2017,5.1,5.1
762,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured loan ($30.2 par due 10/2024),5.75% (Libor + 4.75%/Q),10/12/2017,30.2,30.2
763,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,Second lien senior secured loan ($43.7 par due 10/2025),9.72% (Libor + 8.50%/Q),10/12/2017,43.7,43.7
765,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,8.3
766,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,8.3
767,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,"Series A preferred stock (66,424,135 shares)",0,1/3/2017,0.0,26.7
768,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,"Class A common stock (33,173 shares)",0,1/3/2017,0.0,0.1
769,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,"Class B common stock (134,214 shares)",0,1/3/2017,0.0,0.3
771,"Kene Acquisition, Inc. and Kene Holdings, L.P. (15)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan ($1.5 par due 8/2024),5.25% (Libor + 4.25%/Q),8/8/2019,1.5,1.4
772,"Kene Acquisition, Inc. and Kene Holdings, L.P. (15)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured loan ($51.7 par due 8/2026),5.25% (Libor + 4.25%/Q),8/8/2019,51.7,49.7
773,"Kene Acquisition, Inc. and Kene Holdings, L.P. (15)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets","Class A units (4,549,000 units)",0,8/8/2019,4.5,4.3
775,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",0,1/3/2017,5.1,0.0
776,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($68.4 par due 1/2026),10.00% (Libor + 9.00%/M),1/22/2018,68.4,61.6
777,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($23.6 par due 1/2026),10.00% (Libor + 9.00%/Q),5/28/2019,23.6,21.3
779,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (15)",Metal fabricator in the aerospace industry,First lien senior secured revolving loan ($1.8 par due 3/2025),6.86% (Libor + 5.75%/Q),3/29/2019,1.8,1.7
780,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (15)",Metal fabricator in the aerospace industry,First lien senior secured revolving loan ($1.0 par due 3/2025),6.75% (Libor + 5.75%/Q),11/14/2019,1.0,0.9
782,Saw Mill PCG Partners LLC,Manufacturer of metal precision engineered components,"Common units (1,000 units)",0,1/30/2007,1.0,0.0
783,Star US Bidco LLC (15),"Manufacturer of pumps, compressors and other highly-engineered equipment for mission-critical applications",First lien senior secured revolving loan ($2.1 par due 3/2025),4.43% (Libor + 4.25%/Q),3/17/2020,1.9,2.0
784,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (15)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan ($6.3 par due 10/2022),5.75% (Libor + 4.75%/Q),10/31/2017,6.3,6.0
787,Achilles Acquisition LLC (15),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($0.7 par due 10/2025),4.19% (Libor + 4.00%/Q),10/11/2018,0.7,0.7
788,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($26.2 par due 3/2026),8.68% (Libor + 8.50%/Q),3/5/2019,26.2,25.6
789,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($24.4 par due 3/2026),8.68% (Libor + 8.50%/Q),3/5/2019,24.4,23.9
792,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($13.3 par due 2/2025),4.68% (Libor + 4.50%/Q),12/21/2018,13.3,12.0
793,"AQ Sunshine, Inc. (15)",Specialized insurance broker,First lien senior secured revolving loan ($0.1 par due 4/2024),6.78% (Libor + 5.75%/Q),4/15/2019,0.1,0.1
794,"AQ Sunshine, Inc. (15)",Specialized insurance broker,First lien senior secured loan ($8.2 par due 4/2025),6.75% (Libor + 5.75%/Q),4/15/2019,8.2,8.0
796,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,First lien senior secured loan ($21.9 par due 11/2023),5.75% (Libor + 4.75%/Q),11/10/2017,21.9,21.7
797,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,First lien senior secured loan ($7.6 par due 11/2023),5.75% (Libor + 4.75%/Q),8/30/2019,7.6,7.5
798,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,Second lien senior secured loan ($19.1 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,19.1,18.9
799,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,Second lien senior secured loan ($21.7 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,21.6,21.4
800,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,Second lien senior secured loan ($27.4 par due 11/2024),9.50% (Libor + 8.50%/Q),5/1/2019,27.4,27.1
801,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,Second lien senior secured loan ($1.3 par due 11/2024),9.50% (Libor + 8.50%/Q),8/30/2019,1.3,1.3
802,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,Second lien senior secured loan ($27.5 par due 11/2024),9.50% (Libor + 8.50%/Q),11/10/2017,27.5,27.2
804,"K2 Insurance Services, LLC and K2 Holdco LP (15)",Specialty insurance and managing general agency,First lien senior secured revolving loan,0,7/1/2019,0.0,0.0
805,"K2 Insurance Services, LLC and K2 Holdco LP (15)",Specialty insurance and managing general agency,First lien senior secured loan ($51.7 par due 7/2024),6.00% (Libor + 5.00%/Q),7/1/2019,51.7,51.7
806,"K2 Insurance Services, LLC and K2 Holdco LP (15)",Specialty insurance and managing general agency,First lien senior secured loan ($6.7 par due 7/2024),6.00% (Libor + 5.00%/Q),7/1/2019,6.7,6.7
807,"K2 Insurance Services, LLC and K2 Holdco LP (15)",Specialty insurance and managing general agency,"Common equity (799,000 units)",0,7/1/2019,0.8,1.1
809,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($13.0 par due 5/2026),7.14% (Libor + 5.75%/Q),5/11/2018,13.0,13.0
810,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (15)",Insurance broker,First lien senior secured revolving loan,0,11/1/2019,0.0,0.0
811,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (15)",Insurance broker,First lien senior secured loan ($33.6 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,33.6,32.6
812,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (15)",Insurance broker,First lien senior secured loan ($0.6 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,0.6,0.6
814,SCM Insurance Services Inc. (15),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($2.0 par due 8/2022),6.45% (Base Rate + 4.00%/Q),8/29/2017,2.0,1.8
815,SCM Insurance Services Inc. (15),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($19.3 par due 8/2024),6.00% (CDOR + 5.00%/Q),8/29/2017,20.9,17.8
816,SCM Insurance Services Inc. (15),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",Second lien senior secured loan ($55.8 par due 3/2025),10.00% (CDOR + 9.00%/M),8/29/2017,60.5,50.3
818,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($41.8 par due 1/2027),5.93% (Libor + 5.75%/Q),1/27/2020,41.8,40.5
819,"THG Acquisition, LLC (15)",Multi-line insurance broker,First lien senior secured revolving loan ($0.1 par due 12/2025),6.75% (Libor + 5.75%/Q),12/2/2019,0.1,0.1
820,"THG Acquisition, LLC (15)",Multi-line insurance broker,First lien senior secured loan ($1.8 par due 12/2026),6.75% (Libor + 5.75%/Q),12/2/2019,1.8,1.8
825,"Birch Permian, LLC",Operator of private exploration oil and production company,Second lien senior secured loan ($88.3 par due 4/2023),9.83% (Libor + 8.00%/Q),4/12/2019,87.6,68.9
826,"Cheyenne Petroleum Company Limited Partnership, CPC 2001 LLC and Mill Shoals LLC",Private oil exploration and production company,Second lien senior secured loan ($63.1 par due 1/2024),10.50% (Libor + 8.50%/Q),7/10/2019,63.1,49.3
827,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($7.8 par due 10/2018),0,3/31/2015,5.8,0.0
828,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",0,7/25/2013,0.0,0.0
830,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($10.1 par due 10/2023),11.00% (Libor + 9.00%/Q),9/19/2019,10.0,10.1
831,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),9/19/2019,38.3,34.1
832,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,"Preferred units (21,667 units)",0,10/26/2018,23.5,19.5
834,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($90.1 par due 9/2022),8.00% (Libor + 7.00%/M),9/28/2017,90.1,67.6
835,"Sundance Energy, Inc.",Oil and gas producer,Second lien senior secured loan ($60.7 par due 4/2023),"11.00% (Libor + 8.00% Cash, 2.00% PIK/Q)",4/23/2018,60.0,44.9
836,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC (15)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($1.6 par due 12/2020),11.00% (Libor + 9.50%/Q),6/12/2020,1.6,1.6
837,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC (15)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($96.9 par due 8/2021),0,3/1/2017,87.4,37.8
838,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC (15)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($37.7 par due 8/2021),0,11/9/2017,34.0,14.7
839,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC (15)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($30.2 par due 8/2021),0,8/1/2017,27.2,11.8
840,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC (15)",Sand-based proppant producer and distributor to the oil and natural gas industry,"Common units (997,864 units)",0,11/9/2017,9.7,0.0
844,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",0,8/19/2015,0.1,0.2
845,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",0,8/19/2015,7.4,20.7
847,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(15)",Health food company,First lien senior secured loan ($31.4 par due 3/2024),6.75% (Libor + 5.75%/Q),3/11/2019,31.4,31.1
848,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(15)",Health food company,"Common units (14,850 units)",0,3/11/2019,14.9,13.9
850,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($60.5 par due 3/2026),7.68% (Libor + 7.50%/Q),3/30/2018,60.5,58.6
851,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($34.1 par due 3/2026),7.93% (Libor + 7.75%/Q),1/31/2019,34.1,33.1
854,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,First lien senior secured revolving loan ($2.7 par due 5/2023),5.32% (Libor + 4.25%/Q),5/9/2018,2.7,2.6
855,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,First lien senior secured loan ($9.3 par due 5/2024),5.32% (Libor + 4.25%/Q),5/9/2018,9.3,9.0
856,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,First lien senior secured loan ($0.5 par due 5/2024),5.32% (Libor + 4.25%/Q),12/7/2018,0.5,0.5
857,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,First lien senior secured loan ($2.8 par due 5/2024),5.32% (Libor + 4.25%/Q),5/10/2019,2.8,2.7
858,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,"Class A common units (2,724,000 units)",0,5/9/2018,2.7,3.1
860,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",0,5/13/2015,2.9,0.0
861,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A common units (60,000 units)",0,5/13/2015,0.1,0.0
862,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products",Class B common units (0.26 units),0,5/13/2015,0.0,0.0
864,Hometown Food Company (15),Food distributor,First lien senior secured revolving loan,0,8/31/2018,0.0,0.0
865,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,First lien senior secured loan ($25.9 par due 8/2025),4.75% (Libor + 3.75%/Q),1/24/2020,25.9,23.3
866,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,Second lien senior secured loan ($35.7 par due 8/2026),8.75% (Libor + 7.75%/Q),8/24/2018,35.7,31.4
868,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,First lien senior secured revolving loan ($19.9 par due 1/2018),0,1/3/2017,7.9,2.9
869,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,First lien senior secured loan ($11.6 par due 11/2021),0,1/3/2017,0.9,1.6
870,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,First lien senior secured loan ($0.7 par due 11/2018),0,11/20/2017,0.7,0.1
871,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,First lien senior secured loan ($2.2 par due 8/2018),0,11/20/2017,2.1,0.0
872,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,"Common stock (860,189 shares)",0,1/3/2017,0.9,0.0
874,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),0,12/22/2016,12.5,17.3
875,"Sovos Brands Intermediate, Inc. (15)",Food and beverage platform,First lien senior secured loan ($6.8 par due 11/2025),6.59% (Libor + 5.00%/Q),11/20/2018,6.7,6.8
876,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured revolving loan ($0.1 par due 4/2021),7.50% (Base Rate + 4.25%/Q),6/30/2017,0.1,0.1
877,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured revolving loan ($0.1 par due 4/2021),6.25% (Libor + 5.25%/Q),6/30/2017,0.1,0.1
878,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured loan ($0.4 par due 4/2021),6.25% (Libor + 5.25%/Q),6/26/2018,0.4,0.4
879,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",Second lien senior secured loan ($37.7 par due 10/2021),11.00% PIK (Libor + 10.00%/Q),1/3/2017,37.7,34.3
880,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",Second lien senior secured loan ($65.8 par due 10/2021),11.00% PIK (Libor + 10.00%/Q),1/3/2017,65.8,59.8
881,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels","Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",0,2/4/2019,0.0,0.0
886,"Atlas Intermediate III, L.L.C. (15)",Specialty chemicals distributor,First lien senior secured revolving loan ($0.1 par due 4/2025),6.50% (Libor + 5.50%/Q),4/29/2019,0.1,0.1
887,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(15)",Distributor of OEM appliance aftermarket parts,First lien senior secured revolving loan,0,1/2/2019,0.0,0.0
888,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(15)",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($5.3 par due 1/2026),5.64% (Libor + 4.50%/Q),2/20/2020,5.3,5.3
889,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(15)",Distributor of OEM appliance aftermarket parts,"Class A preferred units (46,359 units)",8.00% PIK,1/2/2019,6.3,6.3
891,"Chariot Acquisition, LLC",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($26.3 par due 9/2021),7.50% (Libor + 6.50%/Q),1/3/2017,26.2,25.8
892,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (15)",Provider of visual communications solutions,First lien senior secured revolving loan ($2.3 par due 3/2024),6.65% (Libor + 5.65%/Q),3/13/2019,2.3,2.2
893,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (15)",Provider of visual communications solutions,First lien senior secured loan ($16.3 par due 3/2025),6.65% (Libor + 5.65%/Q),3/13/2019,16.3,15.8
894,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (15)",Provider of visual communications solutions,First lien senior secured loan ($2.6 par due 3/2025),6.65% (Libor + 5.65%/Q),8/27/2019,2.6,2.5
895,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (15)",Provider of visual communications solutions,Common units (600 units),0,3/13/2019,0.6,0.7
897,"GPM Investments, LLC (15)",Convenience store operator,First lien senior secured loan ($27.5 par due 3/2027),6.25% (Libor + 4.75%/Q),2/28/2020,27.5,27.0
898,"GPM Investments, LLC (15)",Convenience store operator,Member units (296.94 units),0,2/28/2020,19.8,20.3
899,"GPM Investments, LLC (15)",Convenience store operator,Warrant to purchase up to 148.47 Class G membership units (expires 5/2028),0,2/28/2020,0.0,0.0
901,"McKenzie Creative Brands, LLC (15)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($3.2 par due 9/2023),4.75% (Libor + 3.75%/Q),9/18/2014,3.2,3.1
902,"McKenzie Creative Brands, LLC (15)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($84.5 par due 9/2023),6.82% (Libor + 5.75%/Q),9/18/2014,84.5,81.9
903,"McKenzie Creative Brands, LLC (15)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($5.5 par due 9/2023),6.80% (Libor + 5.75%/Q),9/18/2014,5.5,5.3
905,"Pine Holdings, Inc.",Retailer of fine and artisanal paper products,"Class A common stock (36,364 shares)",0,9/23/2013,6.0,0.0
906,Reddy Ice LLC (15),Packaged ice manufacturer and distributor,First lien senior secured revolving loan ($0.1 par due 7/2024),6.50% (Libor + 5.50%/Q),7/1/2019,0.1,0.1
907,Reddy Ice LLC (15),Packaged ice manufacturer and distributor,First lien senior secured loan ($57.4 par due 7/2025),6.70% (Libor + 5.50%/Q),7/1/2019,57.4,53.4
908,Reddy Ice LLC (15),Packaged ice manufacturer and distributor,First lien senior secured loan ($3.8 par due 7/2025),6.70% (Libor + 5.50%/Q),7/1/2019,3.8,3.5
912,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",0,3/28/2013,0.0,0.0
913,"Halex Holdings, Inc. (5)",Manufacturer of flooring installation products,"Common stock (51,853 shares)",0,1/3/2017,0.0,0.0
914,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,Second lien senior secured loan ($73.0 par due 3/2026),7.18% (Libor + 7.00%/Q),11/25/2018,73.0,70.1
915,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food contract manufacturer,"Common units (5,827 units)",0,11/25/2018,5.8,4.8
917,IntraPac International LLC and IntraPac Canada Corporation (15),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured revolving loan ($7.7 par due 1/2025),6.57% (Libor + 5.50%/Q),1/11/2019,7.7,7.3
919,IntraPac International LLC and IntraPac Canada Corporation (15),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured loan ($7.0 par due 1/2026),6.57% (Libor + 5.50%/Q),1/11/2019,7.0,6.7
920,IntraPac International LLC and IntraPac Canada Corporation (15),Manufacturer of diversified packaging solutions and plastic injection molded products,First lien senior secured loan ($21.5 par due 1/2026),6.57% (Libor + 5.50%/Q),1/11/2019,21.5,20.4
922,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.5 par due 7/2024),5.25% (Libor + 4.25%/Q),7/2/2019,0.5,0.5
923,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured revolving loan ($0.1 par due 7/2024),4.50% (Euribor + 4.50%/Q),7/2/2019,0.0,0.0
924,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan ($15.3 par due 7/2026),5.25% (Libor + 4.25%/Q),7/2/2019,15.3,14.6
925,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan ($5.2 par due 7/2026),4.50% (Euribor + 4.50%/Q),7/2/2019,5.2,5.0
926,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,First lien senior secured loan ($24.5 par due 7/2026),4.50% (Euribor + 4.50%/Q),8/8/2019,24.4,23.8
927,"Nelipak Holding Company, Nelipak European Holdings Cooperatief U.A., KNPAK Holdings, LP and PAKNK Netherlands Treasury B.V. (15)",Manufacturer of thermoformed packaging for medical devices,"Class A units (6,762,668 units)",0,7/2/2019,6.8,5.4
929,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,First lien senior secured loan ($12.3 par due 12/2025),5.25% (Libor + 4.25%/Q),12/14/2018,12.1,11.7
930,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,Second lien senior secured loan ($55.7 par due 12/2026),8.75% (Libor + 7.75%/Q),12/14/2018,55.7,52.9
931,Plaskolite PPC Intermediate II LLC and Plaskolite PPC Blocker LLC,Manufacturer of specialized acrylic and polycarbonate sheets,"Co-Invest units (5,969 units)",0,12/14/2018,0.6,0.4
933,"SCI PH Parent, Inc.","Industrial container manufacturer, reconditioner and servicer",Series B shares (11.4764 shares),0,8/24/2018,1.1,1.1
934,"TWH Infrastructure Industries, Inc. (15)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured revolving loan ($0.1 par due 4/2025),5.81% (Libor + 5.50%/Q),4/9/2019,0.1,0.1
935,"TWH Infrastructure Industries, Inc. (15)",Provider of engineered products used in the trenchless rehabilitation of wastewater infrastructure,First lien senior secured loan ($6.6 par due 4/2025),5.81% (Libor + 5.50%/Q),4/9/2019,6.6,6.3
939,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,First lien senior secured revolving loan ($9.3 par due 7/2023),4.07% (Libor + 3.75%/Q),7/12/2018,9.3,9.3
940,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,First lien senior secured loan ($29.7 par due 7/2025),5.84% (Libor + 4.25%/Q),7/12/2018,29.5,26.4
941,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,Second lien senior secured loan ($77.5 par due 7/2026),9.59% (Libor + 8.00%/Q),7/12/2018,76.9,62.8
942,"Alcami Corporation and ACM Holdings I, LLC (15)",Outsourced drug development services provider,"Common units (3,663,533 units)",0,7/12/2018,35.0,12.5
944,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Preferred units (1,072 units)",0,12/15/2017,1.1,2.3
945,Consumer Health Parent LLC,Developer and marketer of over-the-counter cold remedy products,"Series A units (1,072 units)",0,12/15/2017,0.0,0.0
947,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured revolving loan ($5.8 par due 10/2024),6.00% (Libor + 5.00%/Q),10/31/2018,5.8,5.5
948,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($24.5 par due 10/2024),6.00% (Libor + 5.00%/Q),10/31/2018,24.5,23.3
950,"NMC Skincare Intermediate Holdings II, LLC (15)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($8.3 par due 10/2024),6.00% (Libor + 5.00%/Q),10/31/2018,8.3,7.8
952,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($14.9 par due 8/2019),0,4/25/2014,9.7,0.0
953,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($3.1 par due 8/2020),0,11/12/2015,2.1,0.0
954,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",0,5/1/2016,0.0,0.0
956,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured revolving loan ($0.1 par due 3/2022),6.60% (Libor + 5.60%/Q),11/20/2019,0.1,0.1
957,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($5.2 par due 3/2023),7.05% (Libor + 5.60%/Q),5/3/2017,5.1,5.1
958,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($2.1 par due 3/2023),7.05% (Libor + 5.60%/Q),9/27/2018,2.1,2.1
959,TerSera Therapeutics LLC (15),Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($1.8 par due 3/2023),7.05% (Libor + 5.60%/Q),4/1/2019,1.8,1.8
